Locality,Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR
Basavanagudi,759,1,1,1.4,0.43,4.25,1,0,5860000.0
Vinoba Nagar,1157,2,3,0.72,0.55,11.89,1,1,7781000.0
Alkola,3191,4,4,2.4,3.34,8.63,1,0,16096000.0
Vinoba Nagar,1454,2,2,0.66,0.78,6.64,1,1,10035000.0
KHB Colony,671,1,1,1.95,1.78,1.71,1,0,3887000.0
Bommanakatte,3722,4,4,4.05,4.2,6.11,1,0,15736000.0
Alkola,2117,3,3,2.17,2.81,6.23,1,0,10718000.0
Vinoba Nagar,2426,3,4,1.04,2.28,8.59,0,1,16602000.0
Gopala,3209,4,4,1.6,2.64,6.79,1,0,17388000.0
Gadikoppa,1597,2,2,0.52,2.84,1.6,1,1,12075000.0
Alkola,1754,3,3,1.36,2.69,11.13,0,0,8700000.0
KHB Colony,2046,3,3,1.51,2.39,2.9,1,0,11803000.0
Gadikoppa,2780,3,3,1.84,2.88,9.13,1,1,20003000.0
Gopala,3941,4,4,2.19,2.52,10.22,0,0,21329000.0
Gopala,3762,4,4,2.02,3.11,5.34,1,0,20303000.0
Vinoba Nagar,3349,4,4,1.84,0.78,10.35,1,1,23228000.0
Gadikoppa,4461,4,4,1.41,2.43,9.72,1,1,32317000.0
Basavanagudi,3644,4,4,0.34,0.71,9.07,1,0,27322000.0
Gopala,2303,3,3,2.92,3.1,7.79,1,0,12123000.0
Gadikoppa,3146,4,4,1.7,2.32,10.89,1,1,22684000.0
Alkola,1825,3,3,1.04,2.14,1.74,1,0,9349000.0
Gadikoppa,2385,3,3,0.71,2.46,4.53,1,1,17085000.0
Sulebailu,1735,3,3,5.38,5.92,2.75,1,0,6541000.0
Bommanakatte,4147,4,5,2.79,6.52,9.54,1,0,17457000.0
Gopala,4425,4,5,1.78,1.69,6.23,1,0,23941000.0
Basavanagudi,2810,4,5,0.67,1.18,5.06,1,0,20978000.0
Sulebailu,1202,2,2,3.33,5.13,7.69,1,0,4183000.0
Basavanagudi,4445,4,4,0.81,1.04,7.11,1,0,33460000.0
Sulebailu,1204,2,2,4.92,6.82,6.04,0,0,4260000.0
Gopala,1761,3,3,2.65,2.2,6.75,1,0,9304000.0
KHB Colony,2034,3,3,1.24,2.14,10.19,0,0,11845000.0
Gopala,3952,4,5,2.84,1.7,11.06,1,0,21347000.0
Vinoba Nagar,1449,2,2,0.69,1.51,6.82,1,1,10101000.0
Vinoba Nagar,4353,4,4,1.57,0.73,7.27,1,1,29876000.0
Basavanagudi,3930,4,4,1.21,1.12,2.31,1,0,29411000.0
Bommanakatte,907,2,3,4.63,6.11,9.51,1,0,3653000.0
KHB Colony,2621,3,4,1.6,1.25,9.76,1,0,15181000.0
KHB Colony,2879,4,4,1.11,1.76,9.52,1,0,16817000.0
Sulebailu,1745,3,3,4.05,6.37,4.59,1,0,6559000.0
Gopala,921,2,2,1.61,1.97,10.22,1,0,4984000.0
Basavanagudi,4099,4,4,0.98,0.43,6.28,1,0,30654000.0
KHB Colony,3795,4,4,1.45,1.67,4.34,1,0,21959000.0
Bommanakatte,2061,3,3,3.16,4.38,5.07,1,0,8828000.0
Bommanakatte,3164,4,4,3.54,4.35,4.63,1,0,13266000.0
Gadikoppa,3131,4,4,2.13,1.7,7.55,0,1,22610000.0
Sulebailu,2011,3,3,4.2,8.26,8.79,1,0,7323000.0
Basavanagudi,3048,4,4,1.28,0.22,4.9,1,0,22849000.0
Gadikoppa,1746,3,3,1.36,1.04,3.6,1,0,12414000.0
Basavanagudi,3303,4,4,0.81,0.71,8.96,1,0,24955000.0
Vinoba Nagar,1946,3,3,1.42,1.14,9.5,1,1,13336000.0
Gopala,4392,4,4,1.42,3.27,4.13,1,0,23553000.0
Bommanakatte,725,1,2,2.66,4.81,7.68,0,0,3131000.0
Bommanakatte,4432,4,4,4.54,4.7,8.44,1,0,18717000.0
Alkola,3272,4,4,1.33,2.44,4.94,1,0,16573000.0
Gadikoppa,4324,4,4,1.36,1.47,1.59,1,1,31272000.0
Basavanagudi,3747,4,4,0.21,1.46,4.76,1,0,28155000.0
Bommanakatte,992,2,2,4.61,6.24,11.91,1,0,3687000.0
Gopala,1076,2,3,2.99,2.88,8.71,1,0,5797000.0
Gadikoppa,1329,2,2,0.8,2.58,1.68,0,0,9437000.0
Alkola,1089,2,2,1.07,4.39,11.48,1,0,5556000.0
Gopala,3924,4,4,1.98,2.55,4.2,1,0,21379000.0
KHB Colony,3542,4,4,1.19,2.07,4.5,1,0,20655000.0
Bommanakatte,1839,3,3,4.85,5.88,2.63,1,0,7689000.0
Sulebailu,756,1,1,4.55,6.54,1.63,1,0,2724000.0
Sulebailu,3568,4,4,4.74,6.85,2.85,0,0,13397000.0
Basavanagudi,3851,4,4,0.34,0.47,5.07,1,0,29083000.0
Gadikoppa,1830,3,3,1.62,2.32,5.04,1,0,13100000.0
KHB Colony,4374,4,4,1.85,2.51,6.69,1,0,25420000.0
KHB Colony,1707,3,3,1.88,2.29,5.09,1,0,10037000.0
Sulebailu,3355,4,4,3.92,6.63,7.31,1,0,12905000.0
Vinoba Nagar,3643,4,5,1.05,2.27,9.31,1,1,24860000.0
Gopala,4122,4,4,1.49,1.52,5.77,1,0,22487000.0
Vinoba Nagar,1344,2,2,1.14,0.8,1.52,1,0,9228000.0
KHB Colony,1082,2,2,1.2,2.08,3.01,1,0,6256000.0
Gadikoppa,2282,3,3,0.87,2.48,6.27,1,1,16849000.0
Bommanakatte,1656,3,4,3.24,6.61,1.2,1,0,6959000.0
Vinoba Nagar,948,2,2,1.54,2.14,8.1,1,1,6849000.0
Vinoba Nagar,3283,4,4,0.91,1.18,11.24,1,0,22464000.0
Bommanakatte,693,1,1,3.81,6.67,4.63,0,0,2631000.0
Alkola,1561,2,2,1.41,4.45,8.42,1,0,7904000.0
Alkola,1106,2,2,2.0,2.66,5.49,1,0,5763000.0
Bommanakatte,2669,3,3,4.65,5.48,7.08,1,0,11090000.0
Alkola,983,2,2,2.37,2.21,4.67,1,0,5133000.0
Bommanakatte,3533,4,4,3.93,5.44,2.17,1,0,14970000.0
KHB Colony,3041,4,5,1.24,1.39,3.42,1,0,17457000.0
Bommanakatte,2732,3,3,4.48,5.07,9.44,1,0,11364000.0
Alkola,2917,4,4,1.19,2.66,11.11,1,0,15115000.0
Basavanagudi,2472,3,3,0.57,0.85,11.28,0,0,18601000.0
Vinoba Nagar,1739,3,3,1.08,2.11,11.79,1,1,12013000.0
Bommanakatte,1078,2,2,3.58,5.46,4.34,1,0,4173000.0
Gopala,3014,4,4,2.8,3.53,4.55,1,0,16139000.0
Vinoba Nagar,3946,4,5,0.55,2.2,2.51,1,1,27274000.0
KHB Colony,3101,4,4,1.82,1.16,7.41,1,0,17972000.0
Bommanakatte,4457,4,4,3.52,5.55,3.14,1,0,18970000.0
Vinoba Nagar,678,1,1,0.86,1.37,2.63,0,0,4704000.0
Gadikoppa,2239,3,3,0.69,1.67,2.26,1,1,16479000.0
Gadikoppa,3687,4,4,0.77,1.04,5.9,1,1,27149000.0
Sulebailu,4086,4,4,3.32,5.21,10.67,1,0,15940000.0
Basavanagudi,1797,3,4,1.08,1.03,11.6,1,0,13462000.0
Basavanagudi,4379,4,4,0.38,0.29,5.76,1,0,32686000.0
Gopala,3643,4,4,2.46,1.69,9.76,1,0,19898000.0
Alkola,1623,3,3,2.48,3.5,6.65,0,0,7745000.0
Basavanagudi,3126,4,4,0.41,1.15,11.71,1,0,23817000.0
Basavanagudi,688,1,1,0.38,1.46,2.43,0,0,5389000.0
Alkola,1456,2,3,2.23,2.91,3.14,1,0,7269000.0
Bommanakatte,4432,4,4,4.17,6.4,3.5,0,0,18630000.0
Gadikoppa,3920,4,5,1.3,1.42,8.48,1,0,28087000.0
Bommanakatte,3836,4,4,4.49,6.95,1.28,1,0,16113000.0
Bommanakatte,3043,4,5,3.29,5.78,4.94,0,0,12673000.0
Sulebailu,2649,3,3,4.98,5.39,7.17,0,0,9784000.0
Bommanakatte,2814,4,4,3.66,6.49,2.09,0,0,11585000.0
Bommanakatte,1783,3,3,3.26,5.23,4.32,0,0,7306000.0
Alkola,1783,3,3,1.77,2.22,8.07,0,0,9021000.0
Basavanagudi,4253,4,4,1.22,1.09,8.39,0,0,31739000.0
KHB Colony,1633,3,3,1.26,1.18,6.23,1,0,9493000.0
Alkola,3259,4,5,2.46,4.07,2.45,1,0,16167000.0
KHB Colony,2047,3,3,1.66,1.12,11.53,0,0,11622000.0
Alkola,3584,4,4,1.28,2.43,10.57,1,0,18276000.0
Gopala,3548,4,4,1.57,2.41,10.45,1,0,19459000.0
Gadikoppa,1587,2,2,2.09,1.11,11.99,1,0,11544000.0
Bommanakatte,3524,4,4,3.14,4.92,7.58,0,0,14641000.0
Bommanakatte,2731,3,3,4.45,5.5,5.0,1,0,11519000.0
Gadikoppa,3662,4,4,1.27,2.09,7.74,1,1,26553000.0
Alkola,2912,4,4,2.28,3.88,9.56,1,0,14595000.0
Gopala,682,1,1,2.85,1.66,7.91,0,0,3337000.0
KHB Colony,3684,4,5,1.13,1.02,7.93,1,0,21373000.0
Basavanagudi,4348,4,4,0.62,0.63,10.24,1,0,32600000.0
Bommanakatte,2561,3,3,4.87,4.62,11.88,1,0,10996000.0
Basavanagudi,3294,4,5,0.48,1.45,6.88,1,0,24917000.0
Sulebailu,1284,2,2,4.5,6.25,11.14,1,0,4605000.0
Sulebailu,2090,3,3,3.93,7.75,7.26,1,0,7831000.0
Bommanakatte,1626,3,4,2.66,6.56,7.2,1,0,6601000.0
Alkola,711,1,1,1.89,2.21,9.85,1,0,3374000.0
Vinoba Nagar,4216,4,4,1.75,1.92,11.59,1,0,28902000.0
KHB Colony,1751,3,3,1.6,1.75,5.12,0,0,10135000.0
Gopala,659,1,1,1.0,3.41,9.14,0,0,3570000.0
Bommanakatte,2601,3,3,3.56,4.46,11.74,1,0,10736000.0
Vinoba Nagar,1483,2,3,0.99,1.38,3.11,1,0,10420000.0
Sulebailu,2303,3,3,3.56,5.9,8.27,1,0,8822000.0
Gopala,4369,4,5,2.61,3.04,2.49,1,0,23534000.0
Bommanakatte,2304,3,3,3.11,5.55,10.28,1,0,9877000.0
Gadikoppa,859,1,1,1.65,2.13,3.88,1,1,6417000.0
Alkola,2789,3,3,1.28,2.76,9.51,1,0,14276000.0
Basavanagudi,900,2,3,0.86,1.04,6.69,1,0,6660000.0
Bommanakatte,3732,4,4,4.07,6.31,7.03,1,0,15963000.0
Basavanagudi,1488,2,2,0.91,0.8,10.91,1,0,11167000.0
Sulebailu,708,1,1,3.7,6.37,1.78,1,0,2642000.0
Bommanakatte,1202,2,2,3.28,6.71,3.52,0,0,5043000.0
Vinoba Nagar,2945,4,4,1.18,1.16,8.84,1,0,20104000.0
Gadikoppa,3090,4,4,1.96,2.56,11.59,1,1,22585000.0
KHB Colony,2525,3,3,1.86,1.1,10.7,1,0,14485000.0
Alkola,2101,3,3,1.54,4.49,2.22,1,0,10676000.0
Basavanagudi,3303,4,4,0.35,0.69,2.53,1,0,24906000.0
Basavanagudi,3547,4,4,1.05,0.86,2.65,1,0,26728000.0
Sulebailu,2227,3,3,5.08,6.84,2.49,1,0,8206000.0
Basavanagudi,1282,2,2,0.35,1.28,9.37,0,0,9687000.0
Bommanakatte,1250,2,3,2.89,4.71,5.02,1,0,5375000.0
Alkola,2422,3,3,1.09,2.03,8.69,1,0,12451000.0
Sulebailu,3013,4,4,3.98,7.53,10.17,0,0,10953000.0
KHB Colony,2472,3,3,1.92,1.42,7.65,1,0,14414000.0
Gadikoppa,827,1,1,1.25,1.44,7.69,1,1,6388000.0
KHB Colony,1040,2,2,1.73,1.22,3.33,1,0,6109000.0
Vinoba Nagar,3453,4,4,1.57,1.09,7.06,1,1,23742000.0
Sulebailu,2038,3,3,5.55,8.21,6.37,1,0,7487000.0
Basavanagudi,2559,3,3,0.38,1.1,4.7,1,0,19472000.0
Basavanagudi,3930,4,4,1.22,1.01,10.23,1,0,29595000.0
Gadikoppa,1178,2,2,1.3,2.06,2.35,1,1,8699000.0
Vinoba Nagar,4469,4,4,1.95,1.2,11.9,1,1,30598000.0
Basavanagudi,4158,4,4,1.09,1.24,2.94,1,0,31005000.0
Alkola,2766,3,4,1.17,2.27,8.97,0,0,13633000.0
Gadikoppa,2186,3,3,1.87,2.03,6.11,1,1,15841000.0
Bommanakatte,1118,2,2,4.36,5.08,10.32,1,0,4518000.0
KHB Colony,4258,4,4,1.82,2.93,6.07,1,0,24646000.0
Gopala,4217,4,4,2.62,1.69,8.85,1,0,22704000.0
Sulebailu,1104,2,2,5.59,7.46,11.21,1,0,3850000.0
Bommanakatte,2005,3,3,3.19,6.75,5.27,1,0,8521000.0
Bommanakatte,3379,4,5,4.75,4.01,5.01,0,0,13944000.0
Vinoba Nagar,2945,4,5,1.33,1.09,2.47,1,0,19956000.0
Alkola,2688,3,3,1.03,2.6,5.74,1,0,13568000.0
Vinoba Nagar,2733,3,3,1.44,1.18,8.71,1,1,18920000.0
Bommanakatte,2242,3,3,4.36,4.62,9.57,1,0,9507000.0
KHB Colony,4425,4,4,1.19,1.2,9.18,1,0,25567000.0
Vinoba Nagar,2979,4,4,1.15,1.69,9.55,1,1,20542000.0
Gopala,1195,2,2,2.38,3.73,10.62,1,0,6527000.0
Sulebailu,2417,3,3,3.76,8.27,11.84,1,0,9065000.0
Sulebailu,3610,4,4,4.86,8.84,3.77,0,0,13353000.0
Alkola,3093,4,5,1.34,2.27,11.49,1,0,15764000.0
Gadikoppa,4299,4,4,1.85,2.24,8.76,1,1,31242000.0
Basavanagudi,2501,3,3,1.34,0.9,10.97,0,0,18699000.0
Sulebailu,1031,2,2,3.75,8.77,11.49,1,0,3926000.0
Gopala,3732,4,4,2.26,3.96,8.54,1,0,20159000.0
Alkola,2558,3,4,1.68,2.96,9.61,0,0,12596000.0
Bommanakatte,3349,4,5,2.87,6.24,3.05,1,0,14079000.0
Gadikoppa,1922,3,4,1.37,1.05,4.81,1,0,13803000.0
Gadikoppa,2910,4,4,1.76,1.66,10.2,1,1,21111000.0
Sulebailu,1805,3,3,3.28,6.22,6.1,1,0,6499000.0
Bommanakatte,1206,2,2,3.94,4.34,6.25,1,0,5024000.0
